,Industry,Job Title,Rating,Revenue,Sector,Size,Type of ownership,Hourly,Employer_Provided_Salary,min_salary,max_salary,average_salary,Company_Name,job_city,headquarter_city,same_city,age,python_req,rstudio_req,spark_req,aws_req,excel_req,tableau_req,machinelearning_req
369,-1,Data Scientist,-1.0,Unknown / Non-Applicable,-1,Unknown,Unknown,0,0,116,182,149.0,Navio,San Mateo,Half Moon Bay,0,-1,0,0,0,1,0,0,0
370,Investment Banking & Asset Management,Data Scientist,3.7,$25 to $50 million (USD),Finance,10000+ employees,Company - Public,0,0,116,182,149.0,Manulife,Boston,Toronto,0,133,1,0,0,0,0,1,1
371,"Department, Clothing, & Shoe Stores",Data Scientist,3.5,$10+ billion (USD),Retail,10000+ employees,Company - Public,0,0,116,182,149.0,Gap Inc.,San Francisco,San Francisco,1,51,1,0,1,0,0,0,1
372,Social Assistance,Data Scientist,3.6,$5 to $10 million (USD),Non-Profit,51 to 200 employees,Nonprofit Organization,0,0,116,182,149.0,DoSomething.org,New York,New York,1,27,1,0,0,0,0,1,0
373,Advertising & Marketing,Data Scientist,2.7,$100 to $500 million (USD),Business Services,1001 to 5000 employees,Company - Public,0,0,116,182,149.0,TBWA\Chiat\Day,New York,New York,1,52,1,0,0,0,1,1,0
374,Biotech & Pharmaceuticals,Data Engineer,5.0,Unknown / Non-Applicable,Biotech & Pharmaceuticals,51 to 200 employees,Company - Private,0,0,116,182,149.0,EQRx,Cambridge,Cambridge,1,1,0,0,1,0,1,0,1
375,Electrical & Electronic Manufacturing,Data Scientist,3.6,$5 to $10 billion (USD),Manufacturing,10000+ employees,Company - Public,0,0,116,182,149.0,ON Semiconductor,Gresham,Phoenix,0,21,1,0,1,1,1,1,1
376,Enterprise Software & Network Solutions,Data Scientist,4.9,Unknown / Non-Applicable,Information Technology,1 to 50 employees,Company - Private,0,0,116,182,149.0,ON Semiconductor,Cambridge,Cambridge,1,10,1,0,1,1,0,0,1
377,Biotech & Pharmaceuticals,"Senior Scientist, Enzyme Engineering",3.5,Less than $1 million (USD),Biotech & Pharmaceuticals,51 to 200 employees,Company - Private,0,0,116,182,149.0,"GenapSys, Inc.",Redwood City,Redwood City,1,10,0,0,0,0,0,0,0
378,Energy,Data Scientist,3.5,$50 to $100 million (USD),"Oil, Gas, Energy & Utilities",1001 to 5000 employees,Company - Private,0,0,116,182,149.0,Franklin Energy,San Francisco,Port Washington,0,26,1,0,0,1,0,0,1
379,Biotech & Pharmaceuticals,Senior Data Scientist,5.0,Unknown / Non-Applicable,Biotech & Pharmaceuticals,51 to 200 employees,Company - Private,0,0,116,182,149.0,EQRx,Cambridge,Cambridge,1,1,1,0,0,0,1,0,1
380,Consulting,Data Scientist,4.6,$5 to $10 million (USD),Business Services,51 to 200 employees,Company - Private,0,0,116,182,149.0,"Conch Technologies, Inc",Boston,Memphis,0,-1,1,0,1,0,0,0,1
381,Insurance Carriers,Sr. Data Scientist II,3.5,$1 to $2 billion (USD),Insurance,1001 to 5000 employees,Company - Public,0,0,116,182,149.0,Argo Group US,New York,Hamilton,0,72,1,0,1,1,0,0,0
382,Enterprise Software & Network Solutions,Data Scientist,3.8,Unknown / Non-Applicable,Information Technology,51 to 200 employees,Company - Private,0,0,46,80,63.0,XSELL Technologies,Chicago,Chicago,1,6,1,0,0,0,0,0,1
383,Computer Hardware & Software,"Senior Data Scientist, Growth",4.2,$50 to $100 million (USD),Information Technology,201 to 500 employees,Company - Private,0,0,46,80,63.0,Evernote,Remote,Redwood City,0,12,0,0,0,0,0,0,1
384,IT Services,Data Scientist,2.6,Unknown / Non-Applicable,Information Technology,501 to 1000 employees,Company - Private,0,0,46,80,63.0,Saggezza,Chicago,Chicago,1,14,1,0,1,0,1,1,1
385,-1,Data Scientist,-1.0,Unknown / Non-Applicable,-1,Unknown,Company - Private,0,0,46,80,63.0,Trovetechs Inc,San Francisco,Hillsborough,0,-1,0,0,0,0,0,0,0
386,Food & Beverage Manufacturing,Food Scientist - Developer,3.3,Unknown / Non-Applicable,Manufacturing,501 to 1000 employees,Company - Private,0,0,46,80,63.0,Palermo's Pizza,Milwaukee,Milwaukee,1,56,0,0,0,0,0,0,0
387,Health Care Services & Hospitals,Data Scientist,3.5,Unknown / Non-Applicable,Health Care,501 to 1000 employees,Company - Private,0,0,46,80,63.0,Alignment Healthcare,Orange,Orange,1,7,1,0,1,1,1,0,1
388,IT Services,Data Scientist,4.1,$500 million to $1 billion (USD),Information Technology,10000+ employees,Company - Private,0,0,46,80,63.0,Collabera,Palo Alto,Basking Ridge,0,29,1,0,0,0,0,0,1
389,Advertising & Marketing,Senior Data Scientist,3.6,Unknown / Non-Applicable,Business Services,1001 to 5000 employees,Company - Private,0,0,46,80,63.0,TRANZACT,Fort Lee,Fort Lee,1,31,1,0,0,0,1,1,1
391,Enterprise Software & Network Solutions,Data Research Scientists,5.0,Unknown / Non-Applicable,Information Technology,51 to 200 employees,Company - Private,0,0,46,80,63.0,CyberCube,San Francisco,San Francisco,1,-1,0,0,0,0,0,0,1
392,Biotech & Pharmaceuticals,"Principal Data Scientist, Bioinformatics",4.1,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,0,0,46,80,63.0,Roche,Santa Clara,Basel,0,124,1,0,0,0,0,0,1
393,Transportation Management,Data Scientist,3.7,$10+ billion (USD),Transportation & Logistics,10000+ employees,Company - Public,0,0,46,80,63.0,XPO Logistics,High Point,Greenwich,0,9,1,0,0,0,0,0,1
394,Internet,"Senior Data Scientist, Programmatic",3.6,Unknown / Non-Applicable,Information Technology,201 to 500 employees,Company - Private,0,0,46,80,63.0,DoubleVerify,New York,New York,1,12,1,0,1,1,0,0,1
395,Health Care Services & Hospitals,Data Engineer - Machine Learning,3.3,$500 million to $1 billion (USD),Health Care,1001 to 5000 employees,Company - Private,0,0,46,80,63.0,Johns Hopkins Health Care,Hanover,Baltimore,0,131,1,0,1,1,0,0,1
396,Biotech & Pharmaceuticals,Data Scientist,3.5,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,0,0,46,80,63.0,Thermo Fisher Scientific,Needham,Waltham,0,118,0,0,0,0,1,1,0
397,State & Regional Agencies,Data Analyst,2.6,$50 to $100 million (USD),Government,51 to 200 employees,Government,0,0,46,80,63.0,Washington Health Benefit Exchange,Olympia,Olympia,1,8,0,0,0,0,1,1,0
398,Staffing & Outsourcing,Data Scientist,3.8,$2 to $5 billion (USD),Business Services,1001 to 5000 employees,Subsidiary or Business Segment,0,0,46,80,63.0,Apex Systems,Washington,Glen Allen,0,25,1,0,0,0,0,0,1
399,Video Games,Data Scientist,3.7,$1 to $2 billion (USD),Media,1001 to 5000 employees,Company - Public,0,0,46,80,63.0,Take-Two,New York,New York,1,27,1,0,1,1,1,1,1
400,Staffing & Outsourcing,Data Scientist,5.0,Unknown / Non-Applicable,Business Services,1 to 50 employees,Company - Private,0,0,46,80,63.0,LaBine & Associates,Brooklyn,San Mateo,0,7,1,0,1,0,0,0,0
401,Advertising & Marketing,Data Scientist,3.2,Unknown / Non-Applicable,Business Services,501 to 1000 employees,Subsidiary or Business Segment,0,0,46,80,63.0,RAPP,New York,New York,1,55,1,0,1,0,0,0,1
402,Architectural & Engineering Services,Data Scientist,3.7,$2 to $5 billion (USD),Business Services,10000+ employees,Company - Public,0,0,46,80,63.0,Tetra Tech,Washington,Pasadena,0,54,0,0,0,0,0,0,1
403,Advertising & Marketing,Data Scientist,3.4,$1 to $5 million (USD),Business Services,1 to 50 employees,Company - Private,0,0,46,80,63.0,TECHNOCRAFT Solutions,San Ramon,Hilliard,0,-1,1,0,0,0,0,0,1
404,-1,Data Scientist,4.1,$10 to $25 million (USD),-1,201 to 500 employees,Company - Private,0,0,46,80,63.0,IntelliPro Group Inc.,Santa Clara,Santa Clara,1,-1,1,0,0,0,1,0,1
405,-1,Data Scientist,-1.0,-1,-1,-1,-1,0,0,46,80,63.0,Common App,Washington,-1,0,-1,1,0,0,0,0,1,0
407,IT Services,Data Scientist,3.5,$5 to $10 million (USD),Information Technology,201 to 500 employees,Company - Private,0,0,46,80,63.0,CALNET,Capital Hill,Reston,0,31,1,0,0,1,0,0,0
408,Consulting,Data Scientist,4.0,$1 to $5 million (USD),Business Services,1 to 50 employees,Company - Private,0,0,46,80,63.0,"Latitude, Inc.",Washington,Hanover,0,-1,1,0,0,0,0,1,1
409,IT Services,Data Scientist,-1.0,Unknown / Non-Applicable,Information Technology,51 to 200 employees,Company - Private,0,0,46,80,63.0,B4Corp,Reston,Leesburg,0,-1,1,0,0,0,1,0,1
410,General Repair & Maintenance,Marketing Data Analyst,4.1,$50 to $100 million (USD),"Construction, Repair & Maintenance",201 to 500 employees,Company - Private,0,0,46,80,63.0,"Window Nation, LLC",Fulton,Glen Burnie,0,14,0,0,0,0,1,0,0
411,Insurance Carriers,Lead Data Scientist,3.7,$10+ billion (USD),Insurance,5001 to 10000 employees,Company - Private,0,0,46,80,63.0,MassMutual,Boston,Springfield,0,169,1,0,1,1,0,0,1
412,Financial Transaction Processing,Data Engineer,2.5,$100 to $500 million (USD),Finance,201 to 500 employees,Company - Private,0,0,46,80,63.0,Purchasing Power,Atlanta,Atlanta,1,19,1,0,1,1,1,1,0
413,Advertising & Marketing,Data Scientist,3.4,Unknown / Non-Applicable,Business Services,201 to 500 employees,Company - Private,0,0,46,80,63.0,Thomas,New York,New York,1,122,1,0,0,1,0,0,1
414,Enterprise Software & Network Solutions,Data Scientist,3.7,$5 to $10 million (USD),Information Technology,10000+ employees,Company - Public,0,0,88,111,99.5,SAIC,Chantilly,Reston,0,7,1,0,0,0,0,0,0
415,Enterprise Software & Network Solutions,Senior Data Scientist,4.1,Unknown / Non-Applicable,Information Technology,501 to 1000 employees,Company - Private,0,0,88,111,99.5,HealthEdge Software,Burlington,Burlington,1,16,1,0,1,0,1,0,1
416,Staffing & Outsourcing,Data Scientist,4.8,$1 to $5 million (USD),Business Services,51 to 200 employees,Company - Private,0,0,88,111,99.5,Strategic Employment,Boston,Los Angeles,0,14,1,0,0,1,0,0,1
417,Computer Hardware & Software,"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",4.1,$1 to $2 billion (USD),Information Technology,5001 to 10000 employees,Company - Public,0,0,88,111,99.5,Mentor Graphics,Fremont,Wilsonville,0,39,1,0,0,0,1,0,1
418,Electrical & Electronic Manufacturing,SoC Modeling Engineer - ELP,3.5,$2 to $5 billion (USD),Manufacturing,5001 to 10000 employees,Company - Public,0,0,88,111,99.5,Marvell Technology,Marlborough,Santa Clara,0,25,1,0,0,0,1,0,0
419,Biotech & Pharmaceuticals,Scientist II or Senior Scientist T Cell Biology,4.0,Unknown / Non-Applicable,Biotech & Pharmaceuticals,51 to 200 employees,Subsidiary or Business Segment,0,0,88,111,99.5,Precigen,Germantown,Germantown,1,-1,0,0,0,0,1,0,0
420,Food & Beverage Manufacturing,Bakery Food Scientist,3.3,Unknown / Non-Applicable,Manufacturing,501 to 1000 employees,Company - Private,0,0,88,111,99.5,Palermo's Pizza,Milwaukee,Milwaukee,1,56,0,0,0,0,0,0,0
421,-1,Data Scientist,-1.0,-1,-1,-1,-1,0,0,88,111,99.5,GradTests (gradtests.com),New York,-1,0,-1,1,0,0,1,0,0,0
422,Biotech & Pharmaceuticals,Product Validation Scientist,3.2,$50 to $100 million (USD),Biotech & Pharmaceuticals,201 to 500 employees,Company - Public,0,0,88,111,99.5,Quanterix,Billerica,Billerica,1,13,0,0,0,0,1,0,0
423,Consulting,Data Scientist,4.2,Unknown / Non-Applicable,Business Services,1 to 50 employees,Company - Private,0,0,88,111,99.5,The CARIAN Group,New York,South Plainfield,0,-1,1,0,0,0,0,0,1
424,Aerospace & Defense,Data Scientist - AI/ML Specialist,3.4,$2 to $5 billion (USD),Aerospace & Defense,5001 to 10000 employees,Company - Public,0,0,88,111,99.5,Maxar Technologies,McLean,Westminster,0,-1,1,0,0,0,0,0,1
425,Health Care Services & Hospitals,IT Business Intelligence Analyst,2.9,$50 to $100 million (USD),Health Care,1001 to 5000 employees,Company - Private,0,0,88,111,99.5,Florida Cancer Specialists,Fort Myers,Fort Myers,1,36,0,0,0,0,1,0,0
426,Enterprise Software & Network Solutions,Operations Reporting/Data Analyst,3.7,Unknown / Non-Applicable,Information Technology,1001 to 5000 employees,Company - Private,0,0,88,111,99.5,iSolved HCM,Charlotte,Charlotte,1,34,0,0,0,0,1,0,0
427,Biotech & Pharmaceuticals,"Senior Scientist (non-PhD), Immuno-Oncology",3.9,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,0,0,88,111,99.5,GSK,Collegeville,Brentford,0,190,0,0,0,1,1,0,0
428,Federal Agencies,Electromagnetics Scientist,3.4,$50 to $100 million (USD),Government,501 to 1000 employees,Nonprofit Organization,0,0,88,111,99.5,Riverside Research,Wright Patterson AFB,Arlington,0,53,1,0,0,0,0,0,0
429,-1,Data Scientist,-1.0,-1,-1,-1,-1,0,0,88,111,99.5,Zoba,Boston,-1,0,-1,1,0,0,1,0,0,0
430,Staffing & Outsourcing,Data Scientist,4.2,$100 to $500 million (USD),Business Services,201 to 500 employees,Subsidiary or Business Segment,0,0,88,111,99.5,CyberCoders,Addison,Irvine,0,21,1,0,1,0,0,0,0
431,Internet,Sr. Data Engineer,3.9,$10+ billion (USD),Information Technology,10000+ employees,Company - Public,0,0,88,111,99.5,Amazon,Herndon,Seattle,0,26,1,0,1,1,0,1,0
432,Biotech & Pharmaceuticals,Scientist/Research Associate-Metabolic Engineering,2.5,Unknown / Non-Applicable,Biotech & Pharmaceuticals,51 to 200 employees,Company - Private,0,0,88,111,99.5,Conagen,New Bedford,Bedford,0,-1,0,0,0,0,0,0,0
433,Staffing & Outsourcing,Data Scientist,4.5,$100 to $500 million (USD),Business Services,1001 to 5000 employees,Company - Public,0,0,88,111,99.5,Mastech,Oakland,Moon Township,0,34,1,0,0,0,1,0,1
434,Computer Hardware & Software,DATA ENGINEER,2.9,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,88,111,99.5,Clinicient,Austin,Portland,0,16,1,0,0,1,0,0,0
435,Financial Analytics & Research,Senior Data Scientist,3.7,$50 to $100 million (USD),Finance,51 to 200 employees,Company - Private,0,0,88,111,99.5,Zest AI,Burbank,Burbank,1,11,1,0,0,0,0,0,1
436,Aerospace & Defense,Data Scientist,3.4,$500 million to $1 billion (USD),Aerospace & Defense,5001 to 10000 employees,Company - Public,0,0,88,111,99.5,BWX Technologies,Oak Ridge,Lynchburg,0,170,1,0,0,0,0,0,0
437,Biotech & Pharmaceuticals,"Sr./Scientist, Proteomics - Lexington, MA, US",5.0,Less than $1 million (USD),Biotech & Pharmaceuticals,51 to 200 employees,Company - Public,0,0,88,111,99.5,Translate Bio,Lexington,Lexington,1,9,0,0,0,0,1,0,0
438,Federal Agencies,Postdoctoral Appointee - Quantum Information Scientist,3.8,$2 to $5 billion (USD),Government,10000+ employees,Government,0,0,88,111,99.5,Translate Bio,Lexington,Albuquerque,0,71,0,0,0,0,1,0,0
439,Aerospace & Defense,Data Scientist,5.0,$10 to $25 million (USD),Aerospace & Defense,51 to 200 employees,Company - Private,0,0,88,111,99.5,Royce Geospatial,Springfield,Arlington,0,6,1,0,0,0,0,0,0
440,Insurance Carriers,Lead Quantitative Analyst,3.8,Unknown / Non-Applicable,Insurance,1001 to 5000 employees,Company - Public,0,0,88,111,99.5,Brighthouse Financial,Morristown,Charlotte,0,3,1,0,0,0,0,0,0
441,Accounting,Data Scientist,4.0,Less than $1 million (USD),Accounting & Legal,1 to 50 employees,Company - Private,0,0,88,111,99.5,Lorven Technologies Inc,New York,Plainsboro,0,-1,1,0,0,0,0,0,1
442,Staffing & Outsourcing,Senior Data Scientist,4.5,$25 to $50 million (USD),Business Services,201 to 500 employees,Company - Private,0,0,88,111,99.5,Envision LLC,Saint Louis,Saint Louis,1,26,0,0,0,0,0,0,1
443,-1,Data Scientist,2.0,Less than $1 million (USD),-1,1 to 50 employees,Company - Private,0,0,88,111,99.5,FM Systems,Boston,Santa Ana,0,-1,1,0,1,1,1,0,0
444,Enterprise Software & Network Solutions,Senior Data Analyst,3.4,$100 to $500 million (USD),Information Technology,201 to 500 employees,Company - Public,0,0,88,111,99.5,Castlight Health,San Francisco,San Francisco,1,12,1,0,0,0,1,1,0
445,Computer Hardware & Software,Data Scientist,3.6,$10+ billion (USD),Information Technology,10000+ employees,Company - Public,0,0,88,111,99.5,Western Digital,San Jose,San Jose,1,50,0,0,0,1,0,0,1
446,Computer Hardware & Software,Data Scientist / Applied Mathematician,4.5,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,138,158,148.0,"Fullpower Technologies, Inc.",Santa Cruz,Santa Cruz,1,17,1,0,0,1,0,0,1
447,Insurance Carriers,Data Scientist,3.5,$10 to $25 million (USD),Insurance,1001 to 5000 employees,Company - Private,0,0,138,158,148.0,Plymouth Rock Assurance,Boston,Boston,1,38,1,0,0,0,1,1,1
448,Staffing & Outsourcing,Data Scientist,4.1,$1 to $2 billion (USD),Business Services,10000+ employees,Company - Public,0,0,138,158,148.0,Kforce,Oakland,Tampa,0,54,1,0,0,0,1,0,1
449,Biotech & Pharmaceuticals,Principal Data Analyst,5.0,Unknown / Non-Applicable,Biotech & Pharmaceuticals,51 to 200 employees,Company - Private,0,0,138,158,148.0,EQRx,Cambridge,Cambridge,1,1,1,0,0,0,1,0,0
450,IT Services,Data Scientist,3.1,Unknown / Non-Applicable,Information Technology,51 to 200 employees,Company - Private,0,0,138,158,148.0,"Cyber Defense Solutions, LLC",Reston,Lorton,0,12,1,0,1,1,0,1,1
451,Computer Hardware & Software,Deep Learning Research Scientist / Engineer (Deep Learning & Algorithms),3.4,Unknown / Non-Applicable,Information Technology,1001 to 5000 employees,Subsidiary or Business Segment,0,0,138,158,148.0,"Samsung Semiconductor, Inc.",San Diego,Suwon,0,37,1,0,0,0,1,0,1
452,Miscellaneous Manufacturing,Senior Business Intelligence Analyst,3.7,$100 to $500 million (USD),Manufacturing,1001 to 5000 employees,Company - Public,0,0,138,158,148.0,Protolabs,Maple Plain,Maple Plain,1,21,0,0,0,0,0,0,0
453,Staffing & Outsourcing,Data Scientist,3.6,$100 to $500 million (USD),Business Services,1001 to 5000 employees,Company - Private,0,0,138,158,148.0,Signature Consultants,New Hope,Fort Lauderdale,0,23,1,0,0,0,0,1,0
454,Staffing & Outsourcing,"Data Engineer/Steward/Developer (Python, REST API)",4.3,$10 to $25 million (USD),Business Services,Unknown,Company - Private,0,0,138,158,148.0,The Syllogisteks Company,Saint Louis,Chesterfield,0,28,1,0,0,1,1,0,0
455,Computer Hardware & Software,MACHINE LEARNING ENGINEER / Sr. DATA SCIENTIST,3.5,$50 to $100 million (USD),Information Technology,1001 to 5000 employees,Subsidiary or Business Segment,0,0,138,158,148.0,Samsung Research America,Mountain View,Mountain View,1,32,1,0,1,1,0,0,1
456,Health Care Services & Hospitals,Medical Lab Scientist (MLS),3.3,$100 to $500 million (USD),Health Care,10000+ employees,Nonprofit Organization,0,0,138,158,148.0,Ascension,Panama City,Saint Louis,0,21,0,0,0,0,0,0,0
457,-1,Data Scientist,-1.0,Unknown / Non-Applicable,-1,Unknown,Company - Private,0,0,138,158,148.0,CompuForce,New York,New York,1,-1,0,0,1,1,1,0,1
458,Federal Agencies,Lead Data Scientist with NLP,3.3,$1 to $2 billion (USD),Government,5001 to 10000 employees,Nonprofit Organization,0,0,138,158,148.0,MITRE,McLean,Bedford,0,62,1,0,0,0,0,0,1
459,Aerospace & Defense,Data Scientist,4.5,$100 to $500 million (USD),Aerospace & Defense,201 to 500 employees,Company - Private,0,0,138,158,148.0,Systems & Technology Research,Woburn,Woburn,1,10,1,0,1,0,1,0,1
460,Aerospace & Defense,Data Scientist,3.4,$2 to $5 billion (USD),Aerospace & Defense,5001 to 10000 employees,Company - Public,0,0,138,158,148.0,Maxar Technologies,Herndon,Westminster,0,-1,1,0,1,0,0,1,1
461,-1,Data Scientist,4.0,Less than $1 million (USD),-1,1 to 50 employees,Company - Private,0,0,138,158,148.0,Advanced Bio-Logic Solutions Corp,Thousand Oaks,Westlake Village,0,-1,1,0,0,0,0,0,1
462,Enterprise Software & Network Solutions,Sr. Data Engineer - Remote (USA Only),3.8,Unknown / Non-Applicable,Information Technology,51 to 200 employees,Company - Private,0,0,138,158,148.0,SocialChorus,Remote,San Francisco,0,12,1,0,0,1,0,0,0
463,Banks & Credit Unions,Data Science Engineering Lead,3.1,$10+ billion (USD),Finance,10000+ employees,Company - Public,0,0,138,158,148.0,MUFG,San Francisco,Tokyo,0,156,1,0,0,1,0,0,0
464,Health Care Services & Hospitals,"Data Engineer, Python/Kafka",4.8,$50 to $100 million (USD),Health Care,201 to 500 employees,Company - Private,0,0,138,158,148.0,GetWellNetwork,Bethesda,Bethesda,1,20,1,0,0,1,0,0,0
